hour_of_year,day,hour_of_day,hour_label,energy_consumed_wh,energy_consumed_kwh,average_power_kw,active_vehicles,active_vehicle_records
930,39,18,year hour 0930,70931.0,70.931,70.931,607.0,53552.0
931,39,19,year hour 0931,67678.63,67.67863,67.67863,599.0,52674.0
932,39,20,year hour 0932,68076.09,68.07609,68.07609,599.0,52651.0
933,39,21,year hour 0933,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
934,39,22,year hour 0934,67821.74,67.82174,67.82174,604.0,52967.0
935,39,23,year hour 0935,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
936,40,0,year hour 0936,84257.97,84.25797,84.25797,627.0,56190.0
937,40,1,year hour 0937,67763.65,67.76365,67.76365,602.0,52182.0
938,40,2,year hour 0938,67864.3,67.8643,67.8643,601.0,52088.0
939,40,3,year hour 0939,67591.19,67.59119,67.59119,601.0,52786.0
940,40,4,year hour 0940,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
941,40,5,year hour 0941,68040.49,68.04049,68.04049,601.0,53095.0
942,40,6,year hour 0942,71032.18,71.03218,71.03218,607.0,53189.0
943,40,7,year hour 0943,68068.45,68.06845,68.06845,595.0,52165.0
944,40,8,year hour 0944,69069.68000000001,69.06968,69.06968,604.0,53833.0
945,40,9,year hour 0945,67953.64,67.95364,67.95364,604.0,52529.0
946,40,10,year hour 0946,67944.94,67.94494,67.94494,602.0,52535.0
947,40,11,year hour 0947,67802.9,67.8029,67.8029,588.0,52375.0
948,40,12,year hour 0948,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
949,40,13,year hour 0949,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
950,40,14,year hour 0950,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
951,40,15,year hour 0951,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
952,40,16,year hour 0952,69555.96,69.55596,69.55596,608.0,53372.0
953,40,17,year hour 0953,68005.42,68.00542,68.00542,598.0,52153.0
954,40,18,year hour 0954,70931.0,70.931,70.931,607.0,53552.0
955,40,19,year hour 0955,67678.63,67.67863,67.67863,599.0,52674.0
956,40,20,year hour 0956,68076.09,68.07609,68.07609,599.0,52651.0
957,40,21,year hour 0957,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
958,40,22,year hour 0958,67821.74,67.82174,67.82174,604.0,52967.0
959,40,23,year hour 0959,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
960,41,0,year hour 0960,84257.97,84.25797,84.25797,627.0,56190.0
961,41,1,year hour 0961,67763.65,67.76365,67.76365,602.0,52182.0
962,41,2,year hour 0962,67864.3,67.8643,67.8643,601.0,52088.0
963,41,3,year hour 0963,67591.19,67.59119,67.59119,601.0,52786.0
964,41,4,year hour 0964,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
965,41,5,year hour 0965,68040.49,68.04049,68.04049,601.0,53095.0
966,41,6,year hour 0966,71032.18,71.03218,71.03218,607.0,53189.0
967,41,7,year hour 0967,68068.45,68.06845,68.06845,595.0,52165.0
968,41,8,year hour 0968,69069.68000000001,69.06968,69.06968,604.0,53833.0
969,41,9,year hour 0969,67953.64,67.95364,67.95364,604.0,52529.0
970,41,10,year hour 0970,67944.94,67.94494,67.94494,602.0,52535.0
971,41,11,year hour 0971,67802.9,67.8029,67.8029,588.0,52375.0
972,41,12,year hour 0972,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
973,41,13,year hour 0973,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
974,41,14,year hour 0974,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
975,41,15,year hour 0975,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
976,41,16,year hour 0976,69555.96,69.55596,69.55596,608.0,53372.0
977,41,17,year hour 0977,68005.42,68.00542,68.00542,598.0,52153.0
978,41,18,year hour 0978,70931.0,70.931,70.931,607.0,53552.0
979,41,19,year hour 0979,67678.63,67.67863,67.67863,599.0,52674.0
980,41,20,year hour 0980,68076.09,68.07609,68.07609,599.0,52651.0
981,41,21,year hour 0981,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
982,41,22,year hour 0982,67821.74,67.82174,67.82174,604.0,52967.0
983,41,23,year hour 0983,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
984,42,0,year hour 0984,84257.97,84.25797,84.25797,627.0,56190.0
985,42,1,year hour 0985,67763.65,67.76365,67.76365,602.0,52182.0
986,42,2,year hour 0986,67864.3,67.8643,67.8643,601.0,52088.0
987,42,3,year hour 0987,67591.19,67.59119,67.59119,601.0,52786.0
988,42,4,year hour 0988,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
989,42,5,year hour 0989,68040.49,68.04049,68.04049,601.0,53095.0
990,42,6,year hour 0990,71032.18,71.03218,71.03218,607.0,53189.0
991,42,7,year hour 0991,68068.45,68.06845,68.06845,595.0,52165.0
992,42,8,year hour 0992,69069.68000000001,69.06968,69.06968,604.0,53833.0
993,42,9,year hour 0993,67953.64,67.95364,67.95364,604.0,52529.0
994,42,10,year hour 0994,67944.94,67.94494,67.94494,602.0,52535.0
995,42,11,year hour 0995,67802.9,67.8029,67.8029,588.0,52375.0
996,42,12,year hour 0996,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
997,42,13,year hour 0997,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
998,42,14,year hour 0998,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
999,42,15,year hour 0999,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
1000,42,16,year hour 1000,69555.96,69.55596,69.55596,608.0,53372.0
1001,42,17,year hour 1001,68005.42,68.00542,68.00542,598.0,52153.0
1002,42,18,year hour 1002,70931.0,70.931,70.931,607.0,53552.0
1003,42,19,year hour 1003,67678.63,67.67863,67.67863,599.0,52674.0
1004,42,20,year hour 1004,68076.09,68.07609,68.07609,599.0,52651.0
1005,42,21,year hour 1005,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
1006,42,22,year hour 1006,67821.74,67.82174,67.82174,604.0,52967.0
1007,42,23,year hour 1007,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
1008,43,0,year hour 1008,84257.97,84.25797,84.25797,627.0,56190.0
1009,43,1,year hour 1009,67763.65,67.76365,67.76365,602.0,52182.0
1010,43,2,year hour 1010,67864.3,67.8643,67.8643,601.0,52088.0
1011,43,3,year hour 1011,67591.19,67.59119,67.59119,601.0,52786.0
1012,43,4,year hour 1012,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
1013,43,5,year hour 1013,68040.49,68.04049,68.04049,601.0,53095.0
1014,43,6,year hour 1014,71032.18,71.03218,71.03218,607.0,53189.0
1015,43,7,year hour 1015,68068.45,68.06845,68.06845,595.0,52165.0
1016,43,8,year hour 1016,69069.68000000001,69.06968,69.06968,604.0,53833.0
1017,43,9,year hour 1017,67953.64,67.95364,67.95364,604.0,52529.0
1018,43,10,year hour 1018,67944.94,67.94494,67.94494,602.0,52535.0
1019,43,11,year hour 1019,67802.9,67.8029,67.8029,588.0,52375.0
1020,43,12,year hour 1020,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
1021,43,13,year hour 1021,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
1022,43,14,year hour 1022,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
1023,43,15,year hour 1023,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
1024,43,16,year hour 1024,69555.96,69.55596,69.55596,608.0,53372.0
1025,43,17,year hour 1025,68005.42,68.00542,68.00542,598.0,52153.0
1026,43,18,year hour 1026,70931.0,70.931,70.931,607.0,53552.0
1027,43,19,year hour 1027,67678.63,67.67863,67.67863,599.0,52674.0
1028,43,20,year hour 1028,68076.09,68.07609,68.07609,599.0,52651.0
1029,43,21,year hour 1029,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
1030,43,22,year hour 1030,67821.74,67.82174,67.82174,604.0,52967.0
1031,43,23,year hour 1031,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
1032,44,0,year hour 1032,84257.97,84.25797,84.25797,627.0,56190.0
1033,44,1,year hour 1033,67763.65,67.76365,67.76365,602.0,52182.0
1034,44,2,year hour 1034,67864.3,67.8643,67.8643,601.0,52088.0
1035,44,3,year hour 1035,67591.19,67.59119,67.59119,601.0,52786.0
1036,44,4,year hour 1036,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
1037,44,5,year hour 1037,68040.49,68.04049,68.04049,601.0,53095.0
1038,44,6,year hour 1038,71032.18,71.03218,71.03218,607.0,53189.0
1039,44,7,year hour 1039,68068.45,68.06845,68.06845,595.0,52165.0
1040,44,8,year hour 1040,69069.68000000001,69.06968,69.06968,604.0,53833.0
1041,44,9,year hour 1041,67953.64,67.95364,67.95364,604.0,52529.0
1042,44,10,year hour 1042,67944.94,67.94494,67.94494,602.0,52535.0
1043,44,11,year hour 1043,67802.9,67.8029,67.8029,588.0,52375.0
1044,44,12,year hour 1044,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
1045,44,13,year hour 1045,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
1046,44,14,year hour 1046,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
1047,44,15,year hour 1047,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
1048,44,16,year hour 1048,69555.96,69.55596,69.55596,608.0,53372.0
1049,44,17,year hour 1049,68005.42,68.00542,68.00542,598.0,52153.0
1050,44,18,year hour 1050,70931.0,70.931,70.931,607.0,53552.0
1051,44,19,year hour 1051,67678.63,67.67863,67.67863,599.0,52674.0
1052,44,20,year hour 1052,68076.09,68.07609,68.07609,599.0,52651.0
1053,44,21,year hour 1053,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
1054,44,22,year hour 1054,67821.74,67.82174,67.82174,604.0,52967.0
1055,44,23,year hour 1055,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
1056,45,0,year hour 1056,84257.97,84.25797,84.25797,627.0,56190.0
1057,45,1,year hour 1057,67763.65,67.76365,67.76365,602.0,52182.0
1058,45,2,year hour 1058,67864.3,67.8643,67.8643,601.0,52088.0
1059,45,3,year hour 1059,67591.19,67.59119,67.59119,601.0,52786.0
1060,45,4,year hour 1060,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
1061,45,5,year hour 1061,68040.49,68.04049,68.04049,601.0,53095.0
1062,45,6,year hour 1062,71032.18,71.03218,71.03218,607.0,53189.0
1063,45,7,year hour 1063,68068.45,68.06845,68.06845,595.0,52165.0
1064,45,8,year hour 1064,69069.68000000001,69.06968,69.06968,604.0,53833.0
1065,45,9,year hour 1065,67953.64,67.95364,67.95364,604.0,52529.0
1066,45,10,year hour 1066,67944.94,67.94494,67.94494,602.0,52535.0
1067,45,11,year hour 1067,67802.9,67.8029,67.8029,588.0,52375.0
1068,45,12,year hour 1068,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
1069,45,13,year hour 1069,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
1070,45,14,year hour 1070,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
1071,45,15,year hour 1071,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
1072,45,16,year hour 1072,69555.96,69.55596,69.55596,608.0,53372.0
1073,45,17,year hour 1073,68005.42,68.00542,68.00542,598.0,52153.0
1074,45,18,year hour 1074,70931.0,70.931,70.931,607.0,53552.0
1075,45,19,year hour 1075,67678.63,67.67863,67.67863,599.0,52674.0
1076,45,20,year hour 1076,68076.09,68.07609,68.07609,599.0,52651.0
1077,45,21,year hour 1077,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
1078,45,22,year hour 1078,67821.74,67.82174,67.82174,604.0,52967.0
1079,45,23,year hour 1079,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
1080,46,0,year hour 1080,84257.97,84.25797,84.25797,627.0,56190.0
1081,46,1,year hour 1081,67763.65,67.76365,67.76365,602.0,52182.0
1082,46,2,year hour 1082,67864.3,67.8643,67.8643,601.0,52088.0
1083,46,3,year hour 1083,67591.19,67.59119,67.59119,601.0,52786.0
1084,46,4,year hour 1084,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
1085,46,5,year hour 1085,68040.49,68.04049,68.04049,601.0,53095.0
1086,46,6,year hour 1086,71032.18,71.03218,71.03218,607.0,53189.0
1087,46,7,year hour 1087,68068.45,68.06845,68.06845,595.0,52165.0
1088,46,8,year hour 1088,69069.68000000001,69.06968,69.06968,604.0,53833.0
1089,46,9,year hour 1089,67953.64,67.95364,67.95364,604.0,52529.0
1090,46,10,year hour 1090,67944.94,67.94494,67.94494,602.0,52535.0
1091,46,11,year hour 1091,67802.9,67.8029,67.8029,588.0,52375.0
1092,46,12,year hour 1092,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
1093,46,13,year hour 1093,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
1094,46,14,year hour 1094,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
1095,46,15,year hour 1095,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
1096,46,16,year hour 1096,69555.96,69.55596,69.55596,608.0,53372.0
1097,46,17,year hour 1097,68005.42,68.00542,68.00542,598.0,52153.0
1098,46,18,year hour 1098,70931.0,70.931,70.931,607.0,53552.0
1099,46,19,year hour 1099,67678.63,67.67863,67.67863,599.0,52674.0
1100,46,20,year hour 1100,68076.09,68.07609,68.07609,599.0,52651.0
1101,46,21,year hour 1101,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
1102,46,22,year hour 1102,67821.74,67.82174,67.82174,604.0,52967.0
1103,46,23,year hour 1103,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
1104,47,0,year hour 1104,84257.97,84.25797,84.25797,627.0,56190.0
1105,47,1,year hour 1105,67763.65,67.76365,67.76365,602.0,52182.0
1106,47,2,year hour 1106,67864.3,67.8643,67.8643,601.0,52088.0
1107,47,3,year hour 1107,67591.19,67.59119,67.59119,601.0,52786.0
1108,47,4,year hour 1108,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
1109,47,5,year hour 1109,68040.49,68.04049,68.04049,601.0,53095.0
1110,47,6,year hour 1110,71032.18,71.03218,71.03218,607.0,53189.0
1111,47,7,year hour 1111,68068.45,68.06845,68.06845,595.0,52165.0
1112,47,8,year hour 1112,69069.68000000001,69.06968,69.06968,604.0,53833.0
1113,47,9,year hour 1113,67953.64,67.95364,67.95364,604.0,52529.0
1114,47,10,year hour 1114,67944.94,67.94494,67.94494,602.0,52535.0
1115,47,11,year hour 1115,67802.9,67.8029,67.8029,588.0,52375.0
1116,47,12,year hour 1116,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
1117,47,13,year hour 1117,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
1118,47,14,year hour 1118,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
1119,47,15,year hour 1119,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
1120,47,16,year hour 1120,69555.96,69.55596,69.55596,608.0,53372.0
1121,47,17,year hour 1121,68005.42,68.00542,68.00542,598.0,52153.0
1122,47,18,year hour 1122,70931.0,70.931,70.931,607.0,53552.0
1123,47,19,year hour 1123,67678.63,67.67863,67.67863,599.0,52674.0
1124,47,20,year hour 1124,68076.09,68.07609,68.07609,599.0,52651.0
1125,47,21,year hour 1125,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
1126,47,22,year hour 1126,67821.74,67.82174,67.82174,604.0,52967.0
1127,47,23,year hour 1127,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
1128,48,0,year hour 1128,84257.97,84.25797,84.25797,627.0,56190.0
1129,48,1,year hour 1129,67763.65,67.76365,67.76365,602.0,52182.0
1130,48,2,year hour 1130,67864.3,67.8643,67.8643,601.0,52088.0
1131,48,3,year hour 1131,67591.19,67.59119,67.59119,601.0,52786.0
1132,48,4,year hour 1132,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
1133,48,5,year hour 1133,68040.49,68.04049,68.04049,601.0,53095.0
1134,48,6,year hour 1134,71032.18,71.03218,71.03218,607.0,53189.0
1135,48,7,year hour 1135,68068.45,68.06845,68.06845,595.0,52165.0
1136,48,8,year hour 1136,69069.68000000001,69.06968,69.06968,604.0,53833.0
1137,48,9,year hour 1137,67953.64,67.95364,67.95364,604.0,52529.0
1138,48,10,year hour 1138,67944.94,67.94494,67.94494,602.0,52535.0
1139,48,11,year hour 1139,67802.9,67.8029,67.8029,588.0,52375.0
1140,48,12,year hour 1140,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
1141,48,13,year hour 1141,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
1142,48,14,year hour 1142,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
1143,48,15,year hour 1143,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
1144,48,16,year hour 1144,69555.96,69.55596,69.55596,608.0,53372.0
1145,48,17,year hour 1145,68005.42,68.00542,68.00542,598.0,52153.0
1146,48,18,year hour 1146,70931.0,70.931,70.931,607.0,53552.0
1147,48,19,year hour 1147,67678.63,67.67863,67.67863,599.0,52674.0
1148,48,20,year hour 1148,68076.09,68.07609,68.07609,599.0,52651.0
1149,48,21,year hour 1149,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
1150,48,22,year hour 1150,67821.74,67.82174,67.82174,604.0,52967.0
1151,48,23,year hour 1151,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
1152,49,0,year hour 1152,84257.97,84.25797,84.25797,627.0,56190.0
1153,49,1,year hour 1153,67763.65,67.76365,67.76365,602.0,52182.0
1154,49,2,year hour 1154,67864.3,67.8643,67.8643,601.0,52088.0
1155,49,3,year hour 1155,67591.19,67.59119,67.59119,601.0,52786.0
1156,49,4,year hour 1156,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
1157,49,5,year hour 1157,68040.49,68.04049,68.04049,601.0,53095.0
1158,49,6,year hour 1158,71032.18,71.03218,71.03218,607.0,53189.0
1159,49,7,year hour 1159,68068.45,68.06845,68.06845,595.0,52165.0
1160,49,8,year hour 1160,69069.68000000001,69.06968,69.06968,604.0,53833.0
1161,49,9,year hour 1161,67953.64,67.95364,67.95364,604.0,52529.0
1162,49,10,year hour 1162,67944.94,67.94494,67.94494,602.0,52535.0
1163,49,11,year hour 1163,67802.9,67.8029,67.8029,588.0,52375.0
1164,49,12,year hour 1164,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
1165,49,13,year hour 1165,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
1166,49,14,year hour 1166,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
1167,49,15,year hour 1167,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
1168,49,16,year hour 1168,69555.96,69.55596,69.55596,608.0,53372.0
1169,49,17,year hour 1169,68005.42,68.00542,68.00542,598.0,52153.0
1170,49,18,year hour 1170,70931.0,70.931,70.931,607.0,53552.0
1171,49,19,year hour 1171,67678.63,67.67863,67.67863,599.0,52674.0
1172,49,20,year hour 1172,68076.09,68.07609,68.07609,599.0,52651.0
1173,49,21,year hour 1173,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
1174,49,22,year hour 1174,67821.74,67.82174,67.82174,604.0,52967.0
1175,49,23,year hour 1175,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
1176,50,0,year hour 1176,84257.97,84.25797,84.25797,627.0,56190.0
1177,50,1,year hour 1177,67763.65,67.76365,67.76365,602.0,52182.0
1178,50,2,year hour 1178,67864.3,67.8643,67.8643,601.0,52088.0
1179,50,3,year hour 1179,67591.19,67.59119,67.59119,601.0,52786.0
1180,50,4,year hour 1180,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
1181,50,5,year hour 1181,68040.49,68.04049,68.04049,601.0,53095.0
1182,50,6,year hour 1182,71032.18,71.03218,71.03218,607.0,53189.0
1183,50,7,year hour 1183,68068.45,68.06845,68.06845,595.0,52165.0
1184,50,8,year hour 1184,69069.68000000001,69.06968,69.06968,604.0,53833.0
1185,50,9,year hour 1185,67953.64,67.95364,67.95364,604.0,52529.0
1186,50,10,year hour 1186,67944.94,67.94494,67.94494,602.0,52535.0
1187,50,11,year hour 1187,67802.9,67.8029,67.8029,588.0,52375.0
1188,50,12,year hour 1188,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
1189,50,13,year hour 1189,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
1190,50,14,year hour 1190,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
1191,50,15,year hour 1191,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
1192,50,16,year hour 1192,69555.96,69.55596,69.55596,608.0,53372.0
1193,50,17,year hour 1193,68005.42,68.00542,68.00542,598.0,52153.0
1194,50,18,year hour 1194,70931.0,70.931,70.931,607.0,53552.0
1195,50,19,year hour 1195,67678.63,67.67863,67.67863,599.0,52674.0
1196,50,20,year hour 1196,68076.09,68.07609,68.07609,599.0,52651.0
1197,50,21,year hour 1197,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
1198,50,22,year hour 1198,67821.74,67.82174,67.82174,604.0,52967.0
1199,50,23,year hour 1199,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
1200,51,0,year hour 1200,84257.97,84.25797,84.25797,627.0,56190.0
1201,51,1,year hour 1201,67763.65,67.76365,67.76365,602.0,52182.0
1202,51,2,year hour 1202,67864.3,67.8643,67.8643,601.0,52088.0
1203,51,3,year hour 1203,67591.19,67.59119,67.59119,601.0,52786.0
1204,51,4,year hour 1204,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
1205,51,5,year hour 1205,68040.49,68.04049,68.04049,601.0,53095.0
1206,51,6,year hour 1206,71032.18,71.03218,71.03218,607.0,53189.0
1207,51,7,year hour 1207,68068.45,68.06845,68.06845,595.0,52165.0
1208,51,8,year hour 1208,69069.68000000001,69.06968,69.06968,604.0,53833.0
1209,51,9,year hour 1209,67953.64,67.95364,67.95364,604.0,52529.0
1210,51,10,year hour 1210,67944.94,67.94494,67.94494,602.0,52535.0
1211,51,11,year hour 1211,67802.9,67.8029,67.8029,588.0,52375.0
1212,51,12,year hour 1212,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
1213,51,13,year hour 1213,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
1214,51,14,year hour 1214,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
1215,51,15,year hour 1215,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
1216,51,16,year hour 1216,69555.96,69.55596,69.55596,608.0,53372.0
1217,51,17,year hour 1217,68005.42,68.00542,68.00542,598.0,52153.0
1218,51,18,year hour 1218,70931.0,70.931,70.931,607.0,53552.0
1219,51,19,year hour 1219,67678.63,67.67863,67.67863,599.0,52674.0
1220,51,20,year hour 1220,68076.09,68.07609,68.07609,599.0,52651.0
1221,51,21,year hour 1221,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
1222,51,22,year hour 1222,67821.74,67.82174,67.82174,604.0,52967.0
1223,51,23,year hour 1223,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
1224,52,0,year hour 1224,84257.97,84.25797,84.25797,627.0,56190.0
1225,52,1,year hour 1225,67763.65,67.76365,67.76365,602.0,52182.0
1226,52,2,year hour 1226,67864.3,67.8643,67.8643,601.0,52088.0
1227,52,3,year hour 1227,67591.19,67.59119,67.59119,601.0,52786.0
1228,52,4,year hour 1228,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
1229,52,5,year hour 1229,68040.49,68.04049,68.04049,601.0,53095.0
1230,52,6,year hour 1230,71032.18,71.03218,71.03218,607.0,53189.0
1231,52,7,year hour 1231,68068.45,68.06845,68.06845,595.0,52165.0
1232,52,8,year hour 1232,69069.68000000001,69.06968,69.06968,604.0,53833.0
1233,52,9,year hour 1233,67953.64,67.95364,67.95364,604.0,52529.0
1234,52,10,year hour 1234,67944.94,67.94494,67.94494,602.0,52535.0
1235,52,11,year hour 1235,67802.9,67.8029,67.8029,588.0,52375.0
1236,52,12,year hour 1236,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
1237,52,13,year hour 1237,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
1238,52,14,year hour 1238,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
1239,52,15,year hour 1239,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
1240,52,16,year hour 1240,69555.96,69.55596,69.55596,608.0,53372.0
1241,52,17,year hour 1241,68005.42,68.00542,68.00542,598.0,52153.0
1242,52,18,year hour 1242,70931.0,70.931,70.931,607.0,53552.0
1243,52,19,year hour 1243,67678.63,67.67863,67.67863,599.0,52674.0
1244,52,20,year hour 1244,68076.09,68.07609,68.07609,599.0,52651.0
1245,52,21,year hour 1245,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
1246,52,22,year hour 1246,67821.74,67.82174,67.82174,604.0,52967.0
1247,52,23,year hour 1247,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
1248,53,0,year hour 1248,84257.97,84.25797,84.25797,627.0,56190.0
1249,53,1,year hour 1249,67763.65,67.76365,67.76365,602.0,52182.0
1250,53,2,year hour 1250,67864.3,67.8643,67.8643,601.0,52088.0
1251,53,3,year hour 1251,67591.19,67.59119,67.59119,601.0,52786.0
1252,53,4,year hour 1252,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
1253,53,5,year hour 1253,68040.49,68.04049,68.04049,601.0,53095.0
1254,53,6,year hour 1254,71032.18,71.03218,71.03218,607.0,53189.0
1255,53,7,year hour 1255,68068.45,68.06845,68.06845,595.0,52165.0
1256,53,8,year hour 1256,69069.68000000001,69.06968,69.06968,604.0,53833.0
1257,53,9,year hour 1257,67953.64,67.95364,67.95364,604.0,52529.0
1258,53,10,year hour 1258,67944.94,67.94494,67.94494,602.0,52535.0
1259,53,11,year hour 1259,67802.9,67.8029,67.8029,588.0,52375.0
1260,53,12,year hour 1260,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
1261,53,13,year hour 1261,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
1262,53,14,year hour 1262,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
1263,53,15,year hour 1263,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
1264,53,16,year hour 1264,69555.96,69.55596,69.55596,608.0,53372.0
1265,53,17,year hour 1265,68005.42,68.00542,68.00542,598.0,52153.0
1266,53,18,year hour 1266,70931.0,70.931,70.931,607.0,53552.0
1267,53,19,year hour 1267,67678.63,67.67863,67.67863,599.0,52674.0
1268,53,20,year hour 1268,68076.09,68.07609,68.07609,599.0,52651.0
1269,53,21,year hour 1269,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
1270,53,22,year hour 1270,67821.74,67.82174,67.82174,604.0,52967.0
1271,53,23,year hour 1271,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
1272,54,0,year hour 1272,84257.97,84.25797,84.25797,627.0,56190.0
1273,54,1,year hour 1273,67763.65,67.76365,67.76365,602.0,52182.0
1274,54,2,year hour 1274,67864.3,67.8643,67.8643,601.0,52088.0
1275,54,3,year hour 1275,67591.19,67.59119,67.59119,601.0,52786.0
1276,54,4,year hour 1276,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
1277,54,5,year hour 1277,68040.49,68.04049,68.04049,601.0,53095.0
1278,54,6,year hour 1278,71032.18,71.03218,71.03218,607.0,53189.0
1279,54,7,year hour 1279,68068.45,68.06845,68.06845,595.0,52165.0
1280,54,8,year hour 1280,69069.68000000001,69.06968,69.06968,604.0,53833.0
1281,54,9,year hour 1281,67953.64,67.95364,67.95364,604.0,52529.0
