hour_of_year,day,hour_of_day,hour_label,energy_consumed_wh,energy_consumed_kwh,average_power_kw,active_vehicles,active_vehicle_records
3499,146,19,year hour 3499,67678.63,67.67863,67.67863,599.0,52674.0
3500,146,20,year hour 3500,68076.09,68.07609,68.07609,599.0,52651.0
3501,146,21,year hour 3501,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
3502,146,22,year hour 3502,67821.74,67.82174,67.82174,604.0,52967.0
3503,146,23,year hour 3503,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
3504,147,0,year hour 3504,84257.97,84.25797,84.25797,627.0,56190.0
3505,147,1,year hour 3505,67763.65,67.76365,67.76365,602.0,52182.0
3506,147,2,year hour 3506,67864.3,67.8643,67.8643,601.0,52088.0
3507,147,3,year hour 3507,67591.19,67.59119,67.59119,601.0,52786.0
3508,147,4,year hour 3508,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
3509,147,5,year hour 3509,68040.49,68.04049,68.04049,601.0,53095.0
3510,147,6,year hour 3510,71032.18,71.03218,71.03218,607.0,53189.0
3511,147,7,year hour 3511,68068.45,68.06845,68.06845,595.0,52165.0
3512,147,8,year hour 3512,69069.68000000001,69.06968,69.06968,604.0,53833.0
3513,147,9,year hour 3513,67953.64,67.95364,67.95364,604.0,52529.0
3514,147,10,year hour 3514,67944.94,67.94494,67.94494,602.0,52535.0
3515,147,11,year hour 3515,67802.9,67.8029,67.8029,588.0,52375.0
3516,147,12,year hour 3516,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
3517,147,13,year hour 3517,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
3518,147,14,year hour 3518,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
3519,147,15,year hour 3519,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
3520,147,16,year hour 3520,69555.96,69.55596,69.55596,608.0,53372.0
3521,147,17,year hour 3521,68005.42,68.00542,68.00542,598.0,52153.0
3522,147,18,year hour 3522,70931.0,70.931,70.931,607.0,53552.0
3523,147,19,year hour 3523,67678.63,67.67863,67.67863,599.0,52674.0
3524,147,20,year hour 3524,68076.09,68.07609,68.07609,599.0,52651.0
3525,147,21,year hour 3525,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
3526,147,22,year hour 3526,67821.74,67.82174,67.82174,604.0,52967.0
3527,147,23,year hour 3527,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
3528,148,0,year hour 3528,84257.97,84.25797,84.25797,627.0,56190.0
3529,148,1,year hour 3529,67763.65,67.76365,67.76365,602.0,52182.0
3530,148,2,year hour 3530,67864.3,67.8643,67.8643,601.0,52088.0
3531,148,3,year hour 3531,67591.19,67.59119,67.59119,601.0,52786.0
3532,148,4,year hour 3532,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
3533,148,5,year hour 3533,68040.49,68.04049,68.04049,601.0,53095.0
3534,148,6,year hour 3534,71032.18,71.03218,71.03218,607.0,53189.0
3535,148,7,year hour 3535,68068.45,68.06845,68.06845,595.0,52165.0
3536,148,8,year hour 3536,69069.68000000001,69.06968,69.06968,604.0,53833.0
3537,148,9,year hour 3537,67953.64,67.95364,67.95364,604.0,52529.0
3538,148,10,year hour 3538,67944.94,67.94494,67.94494,602.0,52535.0
3539,148,11,year hour 3539,67802.9,67.8029,67.8029,588.0,52375.0
3540,148,12,year hour 3540,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
3541,148,13,year hour 3541,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
3542,148,14,year hour 3542,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
3543,148,15,year hour 3543,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
3544,148,16,year hour 3544,69555.96,69.55596,69.55596,608.0,53372.0
3545,148,17,year hour 3545,68005.42,68.00542,68.00542,598.0,52153.0
3546,148,18,year hour 3546,70931.0,70.931,70.931,607.0,53552.0
3547,148,19,year hour 3547,67678.63,67.67863,67.67863,599.0,52674.0
3548,148,20,year hour 3548,68076.09,68.07609,68.07609,599.0,52651.0
3549,148,21,year hour 3549,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
3550,148,22,year hour 3550,67821.74,67.82174,67.82174,604.0,52967.0
3551,148,23,year hour 3551,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
3552,149,0,year hour 3552,84257.97,84.25797,84.25797,627.0,56190.0
3553,149,1,year hour 3553,67763.65,67.76365,67.76365,602.0,52182.0
3554,149,2,year hour 3554,67864.3,67.8643,67.8643,601.0,52088.0
3555,149,3,year hour 3555,67591.19,67.59119,67.59119,601.0,52786.0
3556,149,4,year hour 3556,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
3557,149,5,year hour 3557,68040.49,68.04049,68.04049,601.0,53095.0
3558,149,6,year hour 3558,71032.18,71.03218,71.03218,607.0,53189.0
3559,149,7,year hour 3559,68068.45,68.06845,68.06845,595.0,52165.0
3560,149,8,year hour 3560,69069.68000000001,69.06968,69.06968,604.0,53833.0
3561,149,9,year hour 3561,67953.64,67.95364,67.95364,604.0,52529.0
3562,149,10,year hour 3562,67944.94,67.94494,67.94494,602.0,52535.0
3563,149,11,year hour 3563,67802.9,67.8029,67.8029,588.0,52375.0
3564,149,12,year hour 3564,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
3565,149,13,year hour 3565,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
3566,149,14,year hour 3566,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
3567,149,15,year hour 3567,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
3568,149,16,year hour 3568,69555.96,69.55596,69.55596,608.0,53372.0
3569,149,17,year hour 3569,68005.42,68.00542,68.00542,598.0,52153.0
3570,149,18,year hour 3570,70931.0,70.931,70.931,607.0,53552.0
3571,149,19,year hour 3571,67678.63,67.67863,67.67863,599.0,52674.0
3572,149,20,year hour 3572,68076.09,68.07609,68.07609,599.0,52651.0
3573,149,21,year hour 3573,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
3574,149,22,year hour 3574,67821.74,67.82174,67.82174,604.0,52967.0
3575,149,23,year hour 3575,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
3576,150,0,year hour 3576,84257.97,84.25797,84.25797,627.0,56190.0
3577,150,1,year hour 3577,67763.65,67.76365,67.76365,602.0,52182.0
3578,150,2,year hour 3578,67864.3,67.8643,67.8643,601.0,52088.0
3579,150,3,year hour 3579,67591.19,67.59119,67.59119,601.0,52786.0
3580,150,4,year hour 3580,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
3581,150,5,year hour 3581,68040.49,68.04049,68.04049,601.0,53095.0
3582,150,6,year hour 3582,71032.18,71.03218,71.03218,607.0,53189.0
3583,150,7,year hour 3583,68068.45,68.06845,68.06845,595.0,52165.0
3584,150,8,year hour 3584,69069.68000000001,69.06968,69.06968,604.0,53833.0
3585,150,9,year hour 3585,67953.64,67.95364,67.95364,604.0,52529.0
3586,150,10,year hour 3586,67944.94,67.94494,67.94494,602.0,52535.0
3587,150,11,year hour 3587,67802.9,67.8029,67.8029,588.0,52375.0
3588,150,12,year hour 3588,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
3589,150,13,year hour 3589,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
3590,150,14,year hour 3590,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
3591,150,15,year hour 3591,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
3592,150,16,year hour 3592,69555.96,69.55596,69.55596,608.0,53372.0
3593,150,17,year hour 3593,68005.42,68.00542,68.00542,598.0,52153.0
3594,150,18,year hour 3594,70931.0,70.931,70.931,607.0,53552.0
3595,150,19,year hour 3595,67678.63,67.67863,67.67863,599.0,52674.0
3596,150,20,year hour 3596,68076.09,68.07609,68.07609,599.0,52651.0
3597,150,21,year hour 3597,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
3598,150,22,year hour 3598,67821.74,67.82174,67.82174,604.0,52967.0
3599,150,23,year hour 3599,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
3600,151,0,year hour 3600,84257.97,84.25797,84.25797,627.0,56190.0
3601,151,1,year hour 3601,67763.65,67.76365,67.76365,602.0,52182.0
3602,151,2,year hour 3602,67864.3,67.8643,67.8643,601.0,52088.0
3603,151,3,year hour 3603,67591.19,67.59119,67.59119,601.0,52786.0
3604,151,4,year hour 3604,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
3605,151,5,year hour 3605,68040.49,68.04049,68.04049,601.0,53095.0
3606,151,6,year hour 3606,71032.18,71.03218,71.03218,607.0,53189.0
3607,151,7,year hour 3607,68068.45,68.06845,68.06845,595.0,52165.0
3608,151,8,year hour 3608,69069.68000000001,69.06968,69.06968,604.0,53833.0
3609,151,9,year hour 3609,67953.64,67.95364,67.95364,604.0,52529.0
3610,151,10,year hour 3610,67944.94,67.94494,67.94494,602.0,52535.0
3611,151,11,year hour 3611,67802.9,67.8029,67.8029,588.0,52375.0
3612,151,12,year hour 3612,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
3613,151,13,year hour 3613,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
3614,151,14,year hour 3614,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
3615,151,15,year hour 3615,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
3616,151,16,year hour 3616,69555.96,69.55596,69.55596,608.0,53372.0
3617,151,17,year hour 3617,68005.42,68.00542,68.00542,598.0,52153.0
3618,151,18,year hour 3618,70931.0,70.931,70.931,607.0,53552.0
3619,151,19,year hour 3619,67678.63,67.67863,67.67863,599.0,52674.0
3620,151,20,year hour 3620,68076.09,68.07609,68.07609,599.0,52651.0
3621,151,21,year hour 3621,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
3622,151,22,year hour 3622,67821.74,67.82174,67.82174,604.0,52967.0
3623,151,23,year hour 3623,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
3624,152,0,year hour 3624,84257.97,84.25797,84.25797,627.0,56190.0
3625,152,1,year hour 3625,67763.65,67.76365,67.76365,602.0,52182.0
3626,152,2,year hour 3626,67864.3,67.8643,67.8643,601.0,52088.0
3627,152,3,year hour 3627,67591.19,67.59119,67.59119,601.0,52786.0
3628,152,4,year hour 3628,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
3629,152,5,year hour 3629,68040.49,68.04049,68.04049,601.0,53095.0
3630,152,6,year hour 3630,71032.18,71.03218,71.03218,607.0,53189.0
3631,152,7,year hour 3631,68068.45,68.06845,68.06845,595.0,52165.0
3632,152,8,year hour 3632,69069.68000000001,69.06968,69.06968,604.0,53833.0
3633,152,9,year hour 3633,67953.64,67.95364,67.95364,604.0,52529.0
3634,152,10,year hour 3634,67944.94,67.94494,67.94494,602.0,52535.0
3635,152,11,year hour 3635,67802.9,67.8029,67.8029,588.0,52375.0
3636,152,12,year hour 3636,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
3637,152,13,year hour 3637,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
3638,152,14,year hour 3638,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
3639,152,15,year hour 3639,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
3640,152,16,year hour 3640,69555.96,69.55596,69.55596,608.0,53372.0
3641,152,17,year hour 3641,68005.42,68.00542,68.00542,598.0,52153.0
3642,152,18,year hour 3642,70931.0,70.931,70.931,607.0,53552.0
3643,152,19,year hour 3643,67678.63,67.67863,67.67863,599.0,52674.0
3644,152,20,year hour 3644,68076.09,68.07609,68.07609,599.0,52651.0
3645,152,21,year hour 3645,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
3646,152,22,year hour 3646,67821.74,67.82174,67.82174,604.0,52967.0
3647,152,23,year hour 3647,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
3648,153,0,year hour 3648,84257.97,84.25797,84.25797,627.0,56190.0
3649,153,1,year hour 3649,67763.65,67.76365,67.76365,602.0,52182.0
3650,153,2,year hour 3650,67864.3,67.8643,67.8643,601.0,52088.0
3651,153,3,year hour 3651,67591.19,67.59119,67.59119,601.0,52786.0
3652,153,4,year hour 3652,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
3653,153,5,year hour 3653,68040.49,68.04049,68.04049,601.0,53095.0
3654,153,6,year hour 3654,71032.18,71.03218,71.03218,607.0,53189.0
3655,153,7,year hour 3655,68068.45,68.06845,68.06845,595.0,52165.0
3656,153,8,year hour 3656,69069.68000000001,69.06968,69.06968,604.0,53833.0
3657,153,9,year hour 3657,67953.64,67.95364,67.95364,604.0,52529.0
3658,153,10,year hour 3658,67944.94,67.94494,67.94494,602.0,52535.0
3659,153,11,year hour 3659,67802.9,67.8029,67.8029,588.0,52375.0
3660,153,12,year hour 3660,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
3661,153,13,year hour 3661,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
3662,153,14,year hour 3662,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
3663,153,15,year hour 3663,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
3664,153,16,year hour 3664,69555.96,69.55596,69.55596,608.0,53372.0
3665,153,17,year hour 3665,68005.42,68.00542,68.00542,598.0,52153.0
3666,153,18,year hour 3666,70931.0,70.931,70.931,607.0,53552.0
3667,153,19,year hour 3667,67678.63,67.67863,67.67863,599.0,52674.0
3668,153,20,year hour 3668,68076.09,68.07609,68.07609,599.0,52651.0
3669,153,21,year hour 3669,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
3670,153,22,year hour 3670,67821.74,67.82174,67.82174,604.0,52967.0
3671,153,23,year hour 3671,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
3672,154,0,year hour 3672,84257.97,84.25797,84.25797,627.0,56190.0
3673,154,1,year hour 3673,67763.65,67.76365,67.76365,602.0,52182.0
3674,154,2,year hour 3674,67864.3,67.8643,67.8643,601.0,52088.0
3675,154,3,year hour 3675,67591.19,67.59119,67.59119,601.0,52786.0
3676,154,4,year hour 3676,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
3677,154,5,year hour 3677,68040.49,68.04049,68.04049,601.0,53095.0
3678,154,6,year hour 3678,71032.18,71.03218,71.03218,607.0,53189.0
3679,154,7,year hour 3679,68068.45,68.06845,68.06845,595.0,52165.0
3680,154,8,year hour 3680,69069.68000000001,69.06968,69.06968,604.0,53833.0
3681,154,9,year hour 3681,67953.64,67.95364,67.95364,604.0,52529.0
3682,154,10,year hour 3682,67944.94,67.94494,67.94494,602.0,52535.0
3683,154,11,year hour 3683,67802.9,67.8029,67.8029,588.0,52375.0
3684,154,12,year hour 3684,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
3685,154,13,year hour 3685,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
3686,154,14,year hour 3686,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
3687,154,15,year hour 3687,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
3688,154,16,year hour 3688,69555.96,69.55596,69.55596,608.0,53372.0
3689,154,17,year hour 3689,68005.42,68.00542,68.00542,598.0,52153.0
3690,154,18,year hour 3690,70931.0,70.931,70.931,607.0,53552.0
3691,154,19,year hour 3691,67678.63,67.67863,67.67863,599.0,52674.0
3692,154,20,year hour 3692,68076.09,68.07609,68.07609,599.0,52651.0
3693,154,21,year hour 3693,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
3694,154,22,year hour 3694,67821.74,67.82174,67.82174,604.0,52967.0
3695,154,23,year hour 3695,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
3696,155,0,year hour 3696,84257.97,84.25797,84.25797,627.0,56190.0
3697,155,1,year hour 3697,67763.65,67.76365,67.76365,602.0,52182.0
3698,155,2,year hour 3698,67864.3,67.8643,67.8643,601.0,52088.0
3699,155,3,year hour 3699,67591.19,67.59119,67.59119,601.0,52786.0
3700,155,4,year hour 3700,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
3701,155,5,year hour 3701,68040.49,68.04049,68.04049,601.0,53095.0
3702,155,6,year hour 3702,71032.18,71.03218,71.03218,607.0,53189.0
3703,155,7,year hour 3703,68068.45,68.06845,68.06845,595.0,52165.0
3704,155,8,year hour 3704,69069.68000000001,69.06968,69.06968,604.0,53833.0
3705,155,9,year hour 3705,67953.64,67.95364,67.95364,604.0,52529.0
3706,155,10,year hour 3706,67944.94,67.94494,67.94494,602.0,52535.0
3707,155,11,year hour 3707,67802.9,67.8029,67.8029,588.0,52375.0
3708,155,12,year hour 3708,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
3709,155,13,year hour 3709,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
3710,155,14,year hour 3710,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
3711,155,15,year hour 3711,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
3712,155,16,year hour 3712,69555.96,69.55596,69.55596,608.0,53372.0
3713,155,17,year hour 3713,68005.42,68.00542,68.00542,598.0,52153.0
3714,155,18,year hour 3714,70931.0,70.931,70.931,607.0,53552.0
3715,155,19,year hour 3715,67678.63,67.67863,67.67863,599.0,52674.0
3716,155,20,year hour 3716,68076.09,68.07609,68.07609,599.0,52651.0
3717,155,21,year hour 3717,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
3718,155,22,year hour 3718,67821.74,67.82174,67.82174,604.0,52967.0
3719,155,23,year hour 3719,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
3720,156,0,year hour 3720,84257.97,84.25797,84.25797,627.0,56190.0
3721,156,1,year hour 3721,67763.65,67.76365,67.76365,602.0,52182.0
3722,156,2,year hour 3722,67864.3,67.8643,67.8643,601.0,52088.0
3723,156,3,year hour 3723,67591.19,67.59119,67.59119,601.0,52786.0
3724,156,4,year hour 3724,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
3725,156,5,year hour 3725,68040.49,68.04049,68.04049,601.0,53095.0
3726,156,6,year hour 3726,71032.18,71.03218,71.03218,607.0,53189.0
3727,156,7,year hour 3727,68068.45,68.06845,68.06845,595.0,52165.0
3728,156,8,year hour 3728,69069.68000000001,69.06968,69.06968,604.0,53833.0
3729,156,9,year hour 3729,67953.64,67.95364,67.95364,604.0,52529.0
3730,156,10,year hour 3730,67944.94,67.94494,67.94494,602.0,52535.0
3731,156,11,year hour 3731,67802.9,67.8029,67.8029,588.0,52375.0
3732,156,12,year hour 3732,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
3733,156,13,year hour 3733,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
3734,156,14,year hour 3734,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
3735,156,15,year hour 3735,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
3736,156,16,year hour 3736,69555.96,69.55596,69.55596,608.0,53372.0
3737,156,17,year hour 3737,68005.42,68.00542,68.00542,598.0,52153.0
3738,156,18,year hour 3738,70931.0,70.931,70.931,607.0,53552.0
3739,156,19,year hour 3739,67678.63,67.67863,67.67863,599.0,52674.0
3740,156,20,year hour 3740,68076.09,68.07609,68.07609,599.0,52651.0
3741,156,21,year hour 3741,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
3742,156,22,year hour 3742,67821.74,67.82174,67.82174,604.0,52967.0
3743,156,23,year hour 3743,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
3744,157,0,year hour 3744,84257.97,84.25797,84.25797,627.0,56190.0
3745,157,1,year hour 3745,67763.65,67.76365,67.76365,602.0,52182.0
3746,157,2,year hour 3746,67864.3,67.8643,67.8643,601.0,52088.0
3747,157,3,year hour 3747,67591.19,67.59119,67.59119,601.0,52786.0
3748,157,4,year hour 3748,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
3749,157,5,year hour 3749,68040.49,68.04049,68.04049,601.0,53095.0
3750,157,6,year hour 3750,71032.18,71.03218,71.03218,607.0,53189.0
3751,157,7,year hour 3751,68068.45,68.06845,68.06845,595.0,52165.0
3752,157,8,year hour 3752,69069.68000000001,69.06968,69.06968,604.0,53833.0
3753,157,9,year hour 3753,67953.64,67.95364,67.95364,604.0,52529.0
3754,157,10,year hour 3754,67944.94,67.94494,67.94494,602.0,52535.0
3755,157,11,year hour 3755,67802.9,67.8029,67.8029,588.0,52375.0
3756,157,12,year hour 3756,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
3757,157,13,year hour 3757,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
3758,157,14,year hour 3758,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
3759,157,15,year hour 3759,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
3760,157,16,year hour 3760,69555.96,69.55596,69.55596,608.0,53372.0
3761,157,17,year hour 3761,68005.42,68.00542,68.00542,598.0,52153.0
3762,157,18,year hour 3762,70931.0,70.931,70.931,607.0,53552.0
3763,157,19,year hour 3763,67678.63,67.67863,67.67863,599.0,52674.0
3764,157,20,year hour 3764,68076.09,68.07609,68.07609,599.0,52651.0
3765,157,21,year hour 3765,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
3766,157,22,year hour 3766,67821.74,67.82174,67.82174,604.0,52967.0
3767,157,23,year hour 3767,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
3768,158,0,year hour 3768,84257.97,84.25797,84.25797,627.0,56190.0
3769,158,1,year hour 3769,67763.65,67.76365,67.76365,602.0,52182.0
3770,158,2,year hour 3770,67864.3,67.8643,67.8643,601.0,52088.0
3771,158,3,year hour 3771,67591.19,67.59119,67.59119,601.0,52786.0
3772,158,4,year hour 3772,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
3773,158,5,year hour 3773,68040.49,68.04049,68.04049,601.0,53095.0
3774,158,6,year hour 3774,71032.18,71.03218,71.03218,607.0,53189.0
3775,158,7,year hour 3775,68068.45,68.06845,68.06845,595.0,52165.0
3776,158,8,year hour 3776,69069.68000000001,69.06968,69.06968,604.0,53833.0
3777,158,9,year hour 3777,67953.64,67.95364,67.95364,604.0,52529.0
3778,158,10,year hour 3778,67944.94,67.94494,67.94494,602.0,52535.0
3779,158,11,year hour 3779,67802.9,67.8029,67.8029,588.0,52375.0
3780,158,12,year hour 3780,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
3781,158,13,year hour 3781,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
3782,158,14,year hour 3782,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
3783,158,15,year hour 3783,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
3784,158,16,year hour 3784,69555.96,69.55596,69.55596,608.0,53372.0
3785,158,17,year hour 3785,68005.42,68.00542,68.00542,598.0,52153.0
3786,158,18,year hour 3786,70931.0,70.931,70.931,607.0,53552.0
3787,158,19,year hour 3787,67678.63,67.67863,67.67863,599.0,52674.0
3788,158,20,year hour 3788,68076.09,68.07609,68.07609,599.0,52651.0
3789,158,21,year hour 3789,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
3790,158,22,year hour 3790,67821.74,67.82174,67.82174,604.0,52967.0
3791,158,23,year hour 3791,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
3792,159,0,year hour 3792,84257.97,84.25797,84.25797,627.0,56190.0
3793,159,1,year hour 3793,67763.65,67.76365,67.76365,602.0,52182.0
3794,159,2,year hour 3794,67864.3,67.8643,67.8643,601.0,52088.0
3795,159,3,year hour 3795,67591.19,67.59119,67.59119,601.0,52786.0
3796,159,4,year hour 3796,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
3797,159,5,year hour 3797,68040.49,68.04049,68.04049,601.0,53095.0
3798,159,6,year hour 3798,71032.18,71.03218,71.03218,607.0,53189.0
3799,159,7,year hour 3799,68068.45,68.06845,68.06845,595.0,52165.0
3800,159,8,year hour 3800,69069.68000000001,69.06968,69.06968,604.0,53833.0
3801,159,9,year hour 3801,67953.64,67.95364,67.95364,604.0,52529.0
3802,159,10,year hour 3802,67944.94,67.94494,67.94494,602.0,52535.0
3803,159,11,year hour 3803,67802.9,67.8029,67.8029,588.0,52375.0
3804,159,12,year hour 3804,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
3805,159,13,year hour 3805,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
3806,159,14,year hour 3806,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
3807,159,15,year hour 3807,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
3808,159,16,year hour 3808,69555.96,69.55596,69.55596,608.0,53372.0
3809,159,17,year hour 3809,68005.42,68.00542,68.00542,598.0,52153.0
3810,159,18,year hour 3810,70931.0,70.931,70.931,607.0,53552.0
3811,159,19,year hour 3811,67678.63,67.67863,67.67863,599.0,52674.0
3812,159,20,year hour 3812,68076.09,68.07609,68.07609,599.0,52651.0
3813,159,21,year hour 3813,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
3814,159,22,year hour 3814,67821.74,67.82174,67.82174,604.0,52967.0
3815,159,23,year hour 3815,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
3816,160,0,year hour 3816,84257.97,84.25797,84.25797,627.0,56190.0
3817,160,1,year hour 3817,67763.65,67.76365,67.76365,602.0,52182.0
3818,160,2,year hour 3818,67864.3,67.8643,67.8643,601.0,52088.0
3819,160,3,year hour 3819,67591.19,67.59119,67.59119,601.0,52786.0
3820,160,4,year hour 3820,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
3821,160,5,year hour 3821,68040.49,68.04049,68.04049,601.0,53095.0
3822,160,6,year hour 3822,71032.18,71.03218,71.03218,607.0,53189.0
3823,160,7,year hour 3823,68068.45,68.06845,68.06845,595.0,52165.0
3824,160,8,year hour 3824,69069.68000000001,69.06968,69.06968,604.0,53833.0
3825,160,9,year hour 3825,67953.64,67.95364,67.95364,604.0,52529.0
3826,160,10,year hour 3826,67944.94,67.94494,67.94494,602.0,52535.0
3827,160,11,year hour 3827,67802.9,67.8029,67.8029,588.0,52375.0
3828,160,12,year hour 3828,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
3829,160,13,year hour 3829,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
3830,160,14,year hour 3830,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
3831,160,15,year hour 3831,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
3832,160,16,year hour 3832,69555.96,69.55596,69.55596,608.0,53372.0
3833,160,17,year hour 3833,68005.42,68.00542,68.00542,598.0,52153.0
3834,160,18,year hour 3834,70931.0,70.931,70.931,607.0,53552.0
3835,160,19,year hour 3835,67678.63,67.67863,67.67863,599.0,52674.0
3836,160,20,year hour 3836,68076.09,68.07609,68.07609,599.0,52651.0
3837,160,21,year hour 3837,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
3838,160,22,year hour 3838,67821.74,67.82174,67.82174,604.0,52967.0
3839,160,23,year hour 3839,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
3840,161,0,year hour 3840,84257.97,84.25797,84.25797,627.0,56190.0
3841,161,1,year hour 3841,67763.65,67.76365,67.76365,602.0,52182.0
3842,161,2,year hour 3842,67864.3,67.8643,67.8643,601.0,52088.0
3843,161,3,year hour 3843,67591.19,67.59119,67.59119,601.0,52786.0
3844,161,4,year hour 3844,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
3845,161,5,year hour 3845,68040.49,68.04049,68.04049,601.0,53095.0
3846,161,6,year hour 3846,71032.18,71.03218,71.03218,607.0,53189.0
3847,161,7,year hour 3847,68068.45,68.06845,68.06845,595.0,52165.0
3848,161,8,year hour 3848,69069.68000000001,69.06968,69.06968,604.0,53833.0
